trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
53,False,"{'a': 0.99, 'e': 0.5870367819374844}",25,0,-91.11748246755559,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
54,False,"{'a': 0.99, 'e': 0.5811664141181095}",20,6,-119.3170336133797,"{0: 5, 1: 4, 2: 3, 3: 0, 4: 2}",1
55,False,"{'a': 0.99, 'e': 0.5753547499769285}",25,0,-60.0994775425635,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
56,False,"{'a': 0.99, 'e': 0.5696012024771592}",30,21,2.1221636212473243,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.99, 'e': 0.5639051904523876}",30,18,-22.436484340636042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.99, 'e': 0.5582661385478638}",35,4,-45.496337732003866,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 1}",1
59,False,"{'a': 0.99, 'e': 0.5526834771623851}",25,0,-83.84369470403352,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
60,False,"{'a': 0.99, 'e': 0.5471566423907612}",20,9,-38.229071599584586,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
61,False,"{'a': 0.99, 'e': 0.5416850759668536}",20,0,-25.204635069150665,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.99, 'e': 0.536268225207185}",20,0,-71.85735598138477,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.99, 'e': 0.5309055429551132}",30,16,-25.216275684111974,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
64,False,"{'a': 0.99, 'e': 0.525596487525562}",25,0,-154.24511347208806,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
65,False,"{'a': 0.99, 'e': 0.5203405226503064}",20,2,-66.94808455972793,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
66,False,"{'a': 0.99, 'e': 0.5151371174238033}",25,17,4.084132342065084,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.99, 'e': 0.5099857462495653}",25,18,-1.2587026217311204,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.99, 'e': 0.5048858887870696}",25,7,15.023041248402961,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
69,False,"{'a': 0.99, 'e': 0.4998370298991989}",25,0,-27.913663918164968,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.99, 'e': 0.49483865960020695}",20,0,-21.46614342850882,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
71,False,"{'a': 0.99, 'e': 0.4898902730042049}",30,14,-28.126660279309043,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
72,False,"{'a': 0.99, 'e': 0.48499137027416284}",35,11,-5.258322119516902,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
73,False,"{'a': 0.99, 'e': 0.4801414565714212}",25,2,-78.23144549567195,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 0}",1
74,False,"{'a': 0.99, 'e': 0.475340042005707}",25,16,2.998852484893785,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.99, 'e': 0.47058664158564995}",25,0,5.139803044149281,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.99, 'e': 0.4658807751697934}",20,8,12.739145912955276,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.99, 'e': 0.4612219674180955}",25,2,-134.8537377051365,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 3}",1
78,False,"{'a': 0.99, 'e': 0.45660974774391455}",25,0,-48.0514433838709,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.99, 'e': 0.4520436502664754}",25,0,-105.08110696202421,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
80,False,"{'a': 0.99, 'e': 0.44752321376381066}",20,10,-6.318500019921896,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.99, 'e': 0.44304798162617254}",25,17,1.9205608926128444,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.99, 'e': 0.4386175018099108}",30,17,-28.365049111189336,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.99, 'e': 0.4342313267918117}",20,16,5.810708868734248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.99, 'e': 0.4298890135238936}",25,8,-15.07441833985921,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
85,False,"{'a': 0.99, 'e': 0.42559012338865465}",25,18,6.613196654481865,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.99, 'e': 0.4213342221547681}",35,0,-184.8984263369515,"{0: 22, 1: 5, 2: 4, 3: 1, 4: 3}",0
87,False,"{'a': 0.99, 'e': 0.41712087993322045}",25,11,-122.9701737846964,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 3}",1
88,False,"{'a': 0.99, 'e': 0.41294967113388825}",30,14,25.587459068376084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.99, 'e': 0.40882017442254937}",30,7,-39.82656023149904,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
90,False,"{'a': 0.99, 'e': 0.4047319726783239}",20,9,5.785583242320195,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.99, 'e': 0.40068465295154065}",25,15,-13.298803087120529,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.99, 'e': 0.39667780642202527}",20,0,-1.519166133564146,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
93,False,"{'a': 0.99, 'e': 0.392711028357805}",30,0,-50.69445468531923,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.99, 'e': 0.38878391807422696}",20,6,7.393035502110757,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.99, 'e': 0.3848960788934847}",20,16,8.664778988483281,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.99, 'e': 0.38104711810454983}",20,2,-10.369577759874277,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.99, 'e': 0.37723664692350434}",20,0,-24.576039882568928,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
98,False,"{'a': 0.99, 'e': 0.37346428045426927}",20,0,-64.94959918489198,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
99,False,"{'a': 0.99, 'e': 0.36972963764972655}",25,8,-33.97533879653322,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
100,False,"{'a': 0.99, 'e': 0.36603234127322926}",25,0,-67.06340798909939,"{0: 20, 1: 0, 2: 1, 3: 4, 4: 0}",0
101,False,"{'a': 0.99, 'e': 0.36237201786049694}",25,17,16.409967321412918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.99, 'e': 0.358748297681892}",35,0,7.937249981042192,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
103,False,"{'a': 0.99, 'e': 0.35516081470507305}",25,0,13.261522961703871,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.99, 'e': 0.3516092065580223}",20,11,14.717023211292855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.99, 'e': 0.34809311449244207}",25,1,23.776169131952273,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.99, 'e': 0.34461218334751764}",20,0,-41.203046894508766,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
107,False,"{'a': 0.99, 'e': 0.34116606151404244}",25,16,11.039704125077193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.99, 'e': 0.337754400898902}",20,0,7.753074487953583,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.99, 'e': 0.334376856889913}",30,8,35.78050703887924,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.99, 'e': 0.33103308832101386}",20,8,-22.997634639343783,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.99, 'e': 0.3277227574378037}",25,0,10.46163049124256,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
112,False,"{'a': 0.99, 'e': 0.3244455298634257}",30,0,-7.967048508823445,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
113,False,"{'a': 0.99, 'e': 0.3212010745647914}",25,0,2.9598365577433734,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
114,False,"{'a': 0.99, 'e': 0.3179890638191435}",30,0,-38.718705781505626,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
115,False,"{'a': 0.99, 'e': 0.31480917318095203}",25,0,-27.680070411388332,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.99, 'e': 0.3116610814491425}",30,12,-19.09494729501931,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
117,False,"{'a': 0.99, 'e': 0.30854447063465107}",20,6,13.229568948227524,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.99, 'e': 0.30545902592830454}",20,15,10.48686536179358,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.99, 'e': 0.3024044356690215}",30,9,33.392965215525884,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.29938039131233124}",25,6,28.78058163303055,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.99, 'e': 0.2963865873992079}",25,14,5.67958879924987,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.99, 'e': 0.29342272152521587}",25,0,19.30228406093829,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
123,False,"{'a': 0.99, 'e': 0.2904884943099637}",20,2,-27.97832062829192,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
124,False,"{'a': 0.99, 'e': 0.28758360936686406}",20,0,-41.067012527054494,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
125,False,"{'a': 0.99, 'e': 0.2847077732731954}",20,10,17.885952735406867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.99, 'e': 0.28186069554046345}",25,10,-16.98093477069904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
127,False,"{'a': 0.99, 'e': 0.2790420885850588}",30,0,-21.298099565852976,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
128,False,"{'a': 0.99, 'e': 0.2762516676992082}",20,12,17.757708108886202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.99, 'e': 0.27348915102221616}",25,9,5.565382201651606,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
130,False,"{'a': 0.99, 'e': 0.270754259511994}",30,12,21.06118782360791,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.99, 'e': 0.26804671691687404}",25,1,-37.81161118253807,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
132,False,"{'a': 0.99, 'e': 0.2653662497477053}",20,0,-26.290600772279788,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
133,False,"{'a': 0.99, 'e': 0.2627125872502282}",25,0,-23.855626594241397,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
134,False,"{'a': 0.99, 'e': 0.2600854613777259}",25,0,-29.741315205190045,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
135,False,"{'a': 0.99, 'e': 0.2574846067639487}",25,3,13.75893583467232,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.99, 'e': 0.2549097606963092}",20,10,20.630698878805344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.99, 'e': 0.2523606630893461}",25,0,-34.96693700540632,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
138,False,"{'a': 0.99, 'e': 0.24983705645845267}",25,0,-7.146746725835656,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
139,False,"{'a': 0.99, 'e': 0.24733868589386815}",20,2,-2.082308392442757,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
140,False,"{'a': 0.99, 'e': 0.24486529903492946}",20,12,12.765462618905826,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.99, 'e': 0.24241664604458016}",20,16,10.008587355912606,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.99, 'e': 0.23999247958413436}",30,16,-54.402208748915136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
143,False,"{'a': 0.99, 'e': 0.23759255478829303}",20,0,-22.96663210961357,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
144,False,"{'a': 0.99, 'e': 0.2352166292404101}",20,3,-7.232392218039115,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.99, 'e': 0.232864462948006}",30,7,17.128795714004866,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.99, 'e': 0.23053581831852593}",20,10,17.47335631784798,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.99, 'e': 0.22823046013534068}",30,18,22.82027434700362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.99, 'e': 0.22594815553398728}",20,9,19.1624725751426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.99, 'e': 0.22368867397864742}",25,14,-5.983808507839051,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.99, 'e': 0.22145178723886094}",20,6,14.651624541941871,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.99, 'e': 0.21923726936647234}",20,3,0.8006762792600006,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
152,False,"{'a': 0.99, 'e': 0.2170448966728076}",25,0,1.3445667170085187,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
153,False,"{'a': 0.99, 'e': 0.21487444770607952}",25,13,19.300099234601294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.99, 'e': 0.21272570322901874}",30,15,-12.743988070014764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
155,False,"{'a': 0.99, 'e': 0.21059844619672854}",20,0,-43.34009502566935,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
156,False,"{'a': 0.99, 'e': 0.20849246173476127}",30,9,0.8483885361209631,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
157,False,"{'a': 0.99, 'e': 0.20640753711741366}",20,7,22.6958947764511,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.99, 'e': 0.20434346174623952}",20,1,16.080245852158747,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.99, 'e': 0.20230002712877712}",30,5,27.10594326485686,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.99, 'e': 0.20027702685748935}",25,15,7.150659333186969,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.99, 'e': 0.19827425658891445}",35,18,31.873386491649416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.99, 'e': 0.1962915140230253}",25,8,-19.580437360526044,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.99, 'e': 0.19432859888279505}",30,15,14.392737561243468,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.99, 'e': 0.1923853128939671}",20,5,23.662262297236172,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.99, 'e': 0.19046145976502743}",25,15,-22.66686425256157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.99, 'e': 0.18855684516737714}",20,12,13.395595160175942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.99, 'e': 0.18667127671570335}",30,15,-36.29802002063316,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
168,False,"{'a': 0.99, 'e': 0.18480456394854633}",30,0,38.35250308258195,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
169,False,"{'a': 0.99, 'e': 0.18295651830906087}",25,16,16.718282440155136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.99, 'e': 0.18112695312597027}",20,16,6.841238812779736,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.99, 'e': 0.17931568359471056}",25,14,23.307061480851548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.99, 'e': 0.17752252675876345}",30,13,6.437761300877564,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.17574730149117582}",25,16,17.82000939166451,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.99, 'e': 0.17398982847626407}",30,16,21.618598797959276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.99, 'e': 0.17224993019150142}",20,0,25.70722269686804,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
176,False,"{'a': 0.99, 'e': 0.1705274308895864}",25,12,9.989167847481943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.99, 'e': 0.16882215658069055}",20,10,12.067547805354462,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.99, 'e': 0.16713393501488363}",25,14,18.716209020278168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.16546259566473479}",20,13,6.968030004376048,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.99, 'e': 0.16380796970808745}",35,2,-11.877516682603478,"{0: 31, 1: 0, 2: 0, 3: 1, 4: 1}",1
181,False,"{'a': 0.99, 'e': 0.16216989001100657}",25,18,13.578603375632694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.1605481911108965}",20,2,27.716720824625384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.99, 'e': 0.15894270919978754}",30,21,17.569695243008695,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.99, 'e': 0.15735328210778965}",25,0,-9.268983453650362,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
185,False,"{'a': 0.99, 'e': 0.15577974928671176}",25,17,11.203964588129626,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.99, 'e': 0.15422195179384465}",20,11,-0.698652280158016,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.99, 'e': 0.1526797322759062}",25,7,-25.535404018517593,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.99, 'e': 0.15115293495314713}",20,7,-37.56117854979625,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.99, 'e': 0.14964140560361566}",20,3,29.104670358703338,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.99, 'e': 0.1481449915475795}",20,16,7.105948437587858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.99, 'e': 0.1466635416321037}",25,12,12.424890714094825,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.99, 'e': 0.14519690621578268}",25,17,8.021387052011612,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.99, 'e': 0.14374493715362485}",25,7,-9.69634047748626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.99, 'e': 0.1423074877820886}",20,0,24.702847748237627,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.99, 'e': 0.1408844129042677}",25,14,23.30605472386779,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.99, 'e': 0.13947556877522502}",25,9,-2.6340019391434613,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.99, 'e': 0.13808081308747278}",25,15,8.44144130802767,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.99, 'e': 0.13670000495659804}",25,0,0.9437455061116746,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
199,False,"{'a': 0.99, 'e': 0.13533300490703207}",20,4,-5.256563581439387,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.99, 'e': 0.13397967485796175}",25,14,19.897966402809026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.99, 'e': 0.13263987810938213}",25,17,12.998762598284959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.99, 'e': 0.1313134793282883}",25,11,15.799992241209152,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.99, 'e': 0.13000034453500542}",30,20,6.8545384169575945,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.99, 'e': 0.12870034108965536}",25,13,17.50003696816133,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.99, 'e': 0.12741333767875881}",25,0,-24.42512622288128,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
206,False,"{'a': 0.99, 'e': 0.12613920430197123}",20,8,24.533187927588372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.99, 'e': 0.12487781225895152}",30,7,-15.286118217242139,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.99, 'e': 0.123629034136362}",25,7,32.04038794715031,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.99, 'e': 0.12239274379499838}",20,0,-20.765039583654797,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
210,False,"{'a': 0.99, 'e': 0.1211688163570484}",25,17,17.969851549976333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.99, 'e': 0.11995712819347792}",30,19,23.194386665831292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.99, 'e': 0.11875755691154315}",25,7,-7.504051861716468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.99, 'e': 0.11756998134242772}",20,8,23.331410458628625,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.99, 'e': 0.11639428152900344}",20,4,26.189836500057975,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.99, 'e': 0.11523033871371341}",30,22,17.896799138003807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.99, 'e': 0.11407803532657627}",20,0,28.19161979965916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
217,False,"{'a': 0.99, 'e': 0.11293725497331052}",20,7,-16.051126812305903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.99, 'e': 0.1118078824235774}",25,16,1.8992249102125458,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.99, 'e': 0.11068980359934164}",25,1,42.9002114440104,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.99, 'e': 0.10958290556334822}",30,7,24.18236349345772,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.99, 'e': 0.10848707650771475}",20,5,25.604691217478045,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.99, 'e': 0.1074022057426376}",25,13,20.915019924273075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.99, 'e': 0.10632818368521123}",20,8,18.79548606063991,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.99, 'e': 0.10526490184835911}",30,11,18.3110165513461,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.99, 'e': 0.10421225282987552}",25,10,28.48632240412939,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.10317013030157676}",20,15,9.988697153466479,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.10213842899856099}",25,5,11.094580490164615,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.99, 'e': 0.10111704470857538}",25,14,21.4373808532162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.10010587426148963}",25,17,16.962580082642408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.99, 'e': 0.09910481551887473}",20,5,20.787103058463707,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.99, 'e': 0.09811376736368599}",25,11,-37.26065413917058,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
232,False,"{'a': 0.99, 'e': 0.09713262969004913}",20,0,31.713594016995422,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.99, 'e': 0.09616130339314863}",25,8,-5.924753720758536,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.09519969035921715}",25,14,18.987261971635782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.09424769345562498}",35,19,27.6742761028247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.99, 'e': 0.09330521652106873}",30,24,9.699246883668902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.99, 'e': 0.09237216435585804}",30,16,21.93524870917586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
