trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.98, 'e': 0.02381354235199534}",25,12,27.747264381262053,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.98, 'e': 0.02333727150495543}",25,0,41.91600963228508,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.98, 'e': 0.02287052607485632}",20,0,29.033136476558013,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.98, 'e': 0.022413115553359196}",30,18,22.297250873552453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.98, 'e': 0.021964853242292012}",20,11,16.805360081729955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.98, 'e': 0.02152555617744617}",20,12,16.66454266480647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.98, 'e': 0.021095045053897248}",20,6,22.37299502661258,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.98, 'e': 0.020673144152819303}",20,0,36.83295379820665,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.98, 'e': 0.02025968126976292}",30,19,18.868197948204593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.98, 'e': 0.01985448764436766}",20,12,15.06341009113891,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.98, 'e': 0.019457397891480308}",35,15,38.07957042279786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.98, 'e': 0.0190682499336507}",30,15,23.48653869968546,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.98, 'e': 0.018686884934977686}",25,7,-13.576301801180804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.98, 'e': 0.01831314723627813}",20,14,12.072674781335962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.98, 'e': 0.017946884291552567}",20,2,28.897415903229035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.98, 'e': 0.017587946605721515}",25,14,22.627661352161425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.98, 'e': 0.017236187673607083}",25,6,20.383741376111942,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.98, 'e': 0.016891463920134943}",30,14,32.305908970769494,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.98, 'e': 0.016553634641732245}",20,14,13.021135144987328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.98, 'e': 0.0162225619488976}",20,2,30.60150034538735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.98, 'e': 0.015898110709919647}",20,8,20.691969662491452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.98, 'e': 0.015580148495721254}",20,6,14.352374120351788,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.98, 'e': 0.015268545525806828}",20,2,32.268351582078246,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.98, 'e': 0.014963174615290691}",25,8,34.301894074129144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.98, 'e': 0.014663911122984877}",25,20,7.826119220622224,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.98, 'e': 0.01437063290052518}",25,11,13.904769175702608,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.98, 'e': 0.014083220242514675}",20,9,24.285041461805022,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.98, 'e': 0.013801555837664382}",25,12,23.357460259901845,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.98, 'e': 0.013525524720911095}",20,0,35.00935499153882,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.98, 'e': 0.013255014226492874}",20,6,28.540320029210832,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.98, 'e': 0.012989913941963017}",20,7,9.108848278685866,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.98, 'e': 0.012730115663123756}",25,11,30.883200399662392,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.98, 'e': 0.012475513349861281}",25,18,13.433601658810755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.98, 'e': 0.012226003082864055}",20,8,23.034386421384948,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.98, 'e': 0.011981483021206774}",20,6,25.32046403139014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.98, 'e': 0.011741853360782638}",30,7,41.12350547638754,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.98, 'e': 0.011507016293566985}",20,4,25.056798229886496,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.98, 'e': 0.011276875967695645}",20,8,27.847381397578015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.98, 'e': 0.011051338448341731}",20,16,7.522153645261837,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.98, 'e': 0.010830311679374895}",20,11,17.362520256975575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.98, 'e': 0.010613705445787398}",25,5,35.217752703303276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.98, 'e': 0.01040143133687165}",30,22,14.719575432256423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.98, 'e': 0.010193402710134216}",20,0,31.942153403191522,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.98, 'e': 0.009989534655931531}",20,9,18.564770929036296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,8,44.22838815627027,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,18,35.99115590799198,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,15,18.720256338340146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,22.953576758000374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,11,24.84846539273482,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,21.113314929434036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,19,17.505569583667125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,21.794022426675248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,7,25.521873220864364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,12,24.808652201624202,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,21.387050932927927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,5,25.663386300501614,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,17,26.5433106736808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,18,27.082678520879497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,15,19.813195090855643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,3,34.89061478309727,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,3,35.80946391608609,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,14,22.00928347471114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,12,36.220478938251716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,20,16.115524358079035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
